[2023-12-28 00:00:08,959: INFO/MainProcess] beat: Starting...
[2023-12-28 02:26:48,083: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 02:28:48,092: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 02:30:48,103: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 02:32:48,112: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 02:34:48,123: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 02:36:48,132: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 02:38:48,144: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 02:40:48,153: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 02:42:48,164: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 02:44:48,174: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 02:46:48,184: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 02:48:48,195: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 02:50:48,205: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 02:52:48,215: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 02:54:48,226: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 02:56:48,235: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 02:58:48,246: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 03:00:48,256: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 03:02:48,267: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 03:04:48,276: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 03:06:48,287: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 03:08:48,296: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 03:10:48,307: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 03:12:48,316: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 03:14:48,327: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 03:16:48,337: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 03:18:48,348: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 03:20:48,358: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 03:22:48,368: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 03:24:48,378: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 03:26:48,389: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 03:28:48,398: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 03:30:48,409: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 03:32:48,420: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 03:34:48,430: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 03:36:48,440: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 03:38:48,451: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 03:40:48,461: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 03:42:48,472: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 03:44:48,482: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 03:46:48,494: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 03:48:48,504: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 03:50:48,516: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 03:52:48,525: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 03:54:48,536: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 03:56:48,545: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 03:58:48,556: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 04:00:00,009: INFO/MainProcess] Scheduler: Sending due task celery.backend_cleanup (celery.backend_cleanup)
[2023-12-28 04:00:48,566: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 04:02:48,578: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 04:04:48,589: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 04:06:48,600: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 04:08:48,611: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 04:10:48,622: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 04:12:48,631: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 04:14:48,642: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 04:16:48,651: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 04:18:48,662: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 04:20:48,671: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 04:22:48,683: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 04:24:48,692: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 04:26:48,704: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 04:28:48,713: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 04:30:48,724: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 04:32:48,733: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 04:34:48,745: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 04:36:48,754: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 04:38:48,765: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 04:40:48,774: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 04:42:48,785: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 04:44:48,794: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 04:46:48,805: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 04:48:48,814: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 04:50:48,825: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 04:52:48,834: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 04:54:48,844: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 04:56:48,853: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 04:58:48,863: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 05:00:48,871: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 05:02:48,882: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 05:04:48,893: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 05:06:48,903: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 05:08:48,912: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 05:10:48,923: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 05:12:48,931: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 05:14:48,941: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 05:16:48,951: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 05:18:48,961: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 05:20:48,972: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 05:22:48,983: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 05:24:48,992: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 05:26:49,003: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 05:28:49,012: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 05:30:49,023: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 05:32:49,031: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 05:34:49,042: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 05:36:49,050: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 05:38:49,060: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 05:40:49,071: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 05:42:49,081: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 05:44:49,090: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 05:46:49,101: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 05:48:49,110: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 05:50:49,121: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 05:52:49,129: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 05:54:49,140: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
